,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,
 , , , , , , , , , , , , , , , , , , , , ,"Swap Agreements, at Value", 
Counterparty, ,Reference Entity, ," Fixed
Receive Rate", ,MaturityDate, , ," Implied CreditSpread at
December 31, 2016 (2)", , ,NotionalAmount (3), , ,Premiums(Received), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 CBK, ,"CaliforniaStateGeneralObligationBonds,Series2003", ,1.000%, , ,12/20/2017, , , ,0.576,% , ,$,  200, , ,$,  (4,) , ,$,  5, , ,$,  1, , ,$,  0, 
, ,, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
