,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,Variation Margin, 
Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, , ,NotionalAmount (3), ,  ,MarketValue (4), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
 CDX.IG-27 5-Year Index, , ,1.000,% , , ,12/20/2021, , ,$,"  10,900", ,  ,$,(169,) , ,$,(69,) , ,$,0, , ,$,(3,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
 Total Swap Agreements,  ,  ,$,  (137,) , ,$,  (51,) , ,$,  1, , ,$,  (3,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
