,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , ,  , , , , , , ,Variation Margin, 
Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, , ,NotionalAmount (3), ,  ,MarketValue (4), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
 CDX.IG-27 5-Year Index, , ,1.000%, , , ,12/20/2021, , ,$,"  59,580", ,  ,$,  (925,) , ,$,  (94,) , ,$,  0, , ,$,  (18,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
