,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , ,  , , , , , , ,Variation Margin, 
Index/Tranches, ," Fixed
Receive Rate", , ,MaturityDate, , ,NotionalAmount (2), ,  ,MarketValue (3), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
" CDX.IG-27 5-Year
Index", , ,1.000,% , , ,12/20/2021, , ,$,"  4,500", ,  ,$,  (70,) , ,$,  (26,) , ,$,  0, , ,$,  (1,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
 Total Swap Agreements, ,,,, ,,,, ,,,,  ,$,(70,) , ,$,(26,) , ,$,0, , ,$,(1,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
