,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,Variation Margin, 
Index/Tranches, ," Fixed
Receive Rate", ,MaturityDate, , ,NotionalAmount (2), ,  ,MarketValue (3), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
 CDX.IG-27 5-Year Index, ,1.000%, , ,12/20/2021, , ,$,"5,300", ,  ,$,(82,) , ,$,(31,) , ,$,0, , ,$,(2,) 
, ,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
 Total Swap Agreements,  ,  ,$,  (82,) , ,$,  (31,) , ,$,  0, , ,$,  (2,) 
, ,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
