,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , ,  , , , , , , ,Variation Margin, 
Index/Tranches, ,Fixed Receive Rate, , ,MaturityDate, , ,NotionalAmount (3), ,  ,MarketValue (4), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
" CDX.HY-27 5-Year
Index", , ,5.000%, , , ,12/20/2021, , , ,"25,000", ,  ,$,"  (1,595",) , ,$,  (843,) , ,$,  0, , ,$,  (31,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
