,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,"Swap Agreements, at Value (5)", 
Counterparty, ,Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, , ,NotionalAmount (4), , ,PremiumsPaid, , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 BOA, , CDX.HY-23 5-Year Index 25-35%, , ,5.000,% , , ,12/20/2019, , ,$,"  2,200", , ,$,180, , ,$,116, , ,$,296, , ,$,0, 
 CBK, , CDX.HY-23 5-Year Index 25-35%, , ,5.000, , , ,12/20/2019, , , ,"2,200", , , ,179, , , ,117, , , ,296, , , ,0, 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
,, ,,,, ,,,, ,$,  359, , ,$,  233, , ,$,  592, , ,$,  0, 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
