,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , ,  , , , , , , ,Variation Margin, 
Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, , ,NotionalAmount (3), ,  ,MarketValue (4), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 CDX.IG-26 5-Year Index, , ,1.000,% , , ,06/20/2021, , ,$,"  21,300", ,  ,$,362, , ,$,112, , ,$,4, , ,$,0, 
 CDX.IG-27 5-Year Index, , ,1.000, , , ,12/20/2021, , , ,"45,300", ,  , ,703, , , ,177, , , ,13, , , ,0, 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
, ,,,, ,,,, ,,,,  ,$,"  1,065", , ,$,  289, , ,$,  17, , ,$,  0, 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
