,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , , , , , , , , , , , , ,Variation Margin, 
Reference Entity, ," Fixed
Receive Rate", , ," Maturity
Date", , ," Implied Credit
Spread at
December 31, 2016 (2)", , , NotionalAmount (3), ,MarketValue (4), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 Volkswagen International Finance NV, , ,1.000,% , , ,03/20/2017, , , ,0.269,% , ,"EUR   5,150", ,$,  11, , ,$,  3, , ,$,  0, , ,$,  0, 
, ,,,, ,,,, ,,,, ,, ,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
