,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,"Swap Agreements, at Value", 
Counterparty, ,Reference Entity, ,Fixed(Pay) Rate, , ,MaturityDate, , ,"Implied CreditSpread atDecember 31, 
2016 (4)", , ,NotionalAmount (5), , ,PremiumsPaid, , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
MYC, , Pioneer Natural Resources Co., , ,(1.000,)% , , ,06/20/2018, , , ,0.331%, , ,$,400, , ,$,5, , ,$,(9,) , ,$,0, , ,$,  (4,) 
, ,, ,,,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
