,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , ,  , , , , , , ,Variation Margin, 
Index/Tranches, ,Fixed Receive Rate, , ,MaturityDate, , ,NotionalAmount (2), ,  ,MarketValue (3), , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
" CDX.IG-27 5-Year
Index", , ,1.000,% , , ,12/20/2021, , ,$,"4,200", ,  ,$,  (65,) , ,$,  (25,) , ,$,  0, , ,$,  (1,) 
, ,,,, ,,,, ,,,,  ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
