,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , , , , , , , , , , , , , ,"Swap Agreements, at Value", 
Counterparty  , ,Reference Entity, ,FixedReceive Rate, , ,MaturityDate, , ,"Implied CreditSpread atDecember 31, 2016 
(3)", , ,NotionalAmount (4), , ,Premiums(Received), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 JPM, , Volvo Treasury AB, , ,1.000,% , , ,03/20/2021, , , ,0.697,% , ,EUR  ,"1,200", , ,$,  (43,) , ,$,  59, , ,$,  16, , ,$,  0, 
, ,, ,,,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
