,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , , , , , , , , , , ,"Swap Agreements, at Value (6)", 
Counterparty, ,Index/Tranches, ,Fixed(Pay) Rate, , ,MaturityDate, , ,NotionalAmount (5), , ,PremiumsPaid, , ,Unrealized(Depreciation), , ,Asset, , ,Liability, 
BOA, , iTraxx Europe Subordinated 26 5-Year Index, , ,(1.000,)% , , ,12/20/2021, , ,EUR, 600, , ,$,38, , ,$,(2,) , ,$,36, , ,$,0, 
BPS, , iTraxx Europe Subordinated 26 5-Year Index, , ,(1.000,) , , ,12/20/2021, , , ,300, , , ,19, , , ,(1,) , , ,18, , , ,0, 
MYC, , iTraxx Europe Subordinated 26 5-Year Index, , ,(1.000,) , , ,12/20/2021, , , ,"  1,700", , , ,104, , , ,(2,) , , ,102, , , ,0, 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
, ,,,, ,,,, ,,,, ,$,  161, , ,$,  (5,) , ,$,  156, , ,$,  0, 
, ,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
