,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,"Swap Agreements, at Value 
(5)", 
Counterparty, ,Index/Tranches, ,FixedReceive Rate, , ,MaturityDate, ,  ,NotionalAmount (4), , ,Premiums(Received), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 GST, ,CMBX.NA.AAA.8 Index, , ,0.500,% , , ,10/17/2057, ,  ,$,"  23,700", , ,$,"(1,245)", , ,$,975, , ,$,0, , ,$,(270), 
 MEI, ,CMBX.NA.AAA.8 Index, , ,0.500, , , ,10/17/2057, ,  , ,"4,800", , , ,(335), , , ,280, , , ,0, , , ,(55), 
, ,, ,,,, ,,,,  ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
,, ,,,,  ,,,, ,$,"  (1,580)", , ,$,"  1,255", , ,$,  0, , ,$,  (325), 
, ,, ,,,, ,,,,  ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
