,,,,,,,,,,,,,,,,,,,,,,,,
Counterparty,  ,Description,  ," Buy/Sell
Protection",  ," Exercise
Rate", ,  ," Expiration
Date", ,  ," Notional
Amount", , ," Premiums
(Received)", , ," Market
Value", 
GST,  , Call - OTC CDX.IG-27 5-Year Index,  ,Buy,  , ,0.700,% ,  , ,03/15/2017, ,  ,$,30, , ,$,0, , ,$,0, 
,  ,,  ,,  ,,,,  ,,,,  ,,,, ,  ,  , , ,  ,  , 
