,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , , , , , , , , , , , , , , , ,Variation Margin, 
Reference Entity, ,FixedReceive Rate, , ,MaturityDate, , ,"Implied CreditSpread
atDecember 31, 2016 (2)", , , NotionalAmount (3), , ,MarketValue (4), , ,UnrealizedAppreciation, , ,Asset, , ,Liability, 
 Exelon Generation Co. LLC, , ,1.000,% , , ,12/20/2021, , , ,1.852,% , ,$,, , , ,"4,900", , ,$,  (189,) , ,$,  14, , ,$,  4, , ,$,  0, 
, ,,,, ,,,, ,,,, ,,,, ,,,, ,  ,  , , ,  ,  , , ,  ,  , , ,  ,  , 
